epoch,step,entropy_mean,entropy_std,entropy_p10,entropy_p50,entropy_p90,topk_mass,topk_overlap,l1_adj_diff,adj_mean,adj_var,adj_max,diag_mean,offdiag_mean,raw_entropy_mean,raw_entropy_std,raw_entropy_p10,raw_entropy_p50,raw_entropy_p90,raw_topk_mass,raw_topk_overlap,raw_l1_adj_diff,raw_adj_mean,raw_adj_var,raw_adj_max,raw_diag_mean,raw_offdiag_mean,conf_mean,conf_std,conf_p10,conf_p50,conf_p90,base_entropy_mean,base_entropy_std,base_entropy_p10,base_entropy_p50,base_entropy_p90,base_topk_mass,base_topk_overlap,base_l1_adj_diff,base_adj_mean,base_adj_var,base_adj_max,base_diag_mean,base_offdiag_mean,prior_entropy_mean,prior_sparsity,dyn_vs_prior_overlap,dyn_vs_prior_l1,segments,num_vars,gate_mean,gate_std,gate_min,gate_max,gate_p10,gate_p50,gate_p90,gate_sat_low,gate_sat_high,alpha_mean,alpha_std,alpha_min,alpha_max,alpha_p10,alpha_p50,alpha_p90,alpha_sat_low,alpha_sat_high,routing_conf_mean,routing_conf_std,routing_conf_min,routing_conf_max,routing_conf_p10,routing_conf_p50,routing_conf_p90,routing_conf_sat_low,routing_conf_sat_high,routing_alpha_mean,routing_alpha_std,routing_alpha_min,routing_alpha_max,routing_alpha_p10,routing_alpha_p50,routing_alpha_p90,routing_alpha_sat_low,routing_alpha_sat_high,g_scale_mean,g_scale_std,g_scale_min,g_scale_max,g_scale_p10,g_scale_p50,g_scale_p90,g_scale_sat_low,g_scale_sat_high,map_mean_abs,map_std_mean,E_trend,E_season,E_ratio,mse,mae
1,20,1.7619930505752563,0.019138121977448463,1.7402552366256714,1.7732324004173279,1.7800768613815308,1.0,1.0,0.0,0.083333320915699,0.007808782160282135,0.31171056628227234,0.0,0.09090907871723175,1.632578730583191,0.17019160091876984,1.462179183959961,1.632605254650116,1.8055322170257568,0.869018018245697,1.0,0.0,0.07241817563772202,0.006419100798666477,0.2523331642150879,0.0,0.07900165021419525,0.34300196170806885,0.06849014759063721,0.27340036630630493,0.34299132227897644,0.4115757942199707,1.6325788497924805,0.17019160091876984,1.4647571802139283,1.632605254650116,1.805370283126831,0.8690180778503418,0.0,0.0,0.07241816818714142,0.006419100798666477,0.2523331642150879,0.0,0.07900163531303406,1.6325788497924805,0.5,1.0,0.015432081185281277,6,12,0.0024690155405551195,1.0654432003320835e-07,0.002468749647960067,0.002469155937433243,0.0024689296260476112,0.002469042665325105,0.002469129813835025,1.0,0.0,0.00033535013790242374,0.0,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,1.0,0.0,0.5427879691123962,0.015964215621352196,0.49537038803100586,0.5763890147209167,0.5222222983837128,0.5428241491317749,0.5625000417232513,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.19574107229709625,0.23866374790668488,0.7756673097610474,0.38507428765296936,0.6682515144348145,,
1,40,1.7619930505752563,0.019138121977448463,1.7402552366256714,1.7732324004173279,1.7800768613815308,1.0,1.0,0.0,0.083333320915699,0.007808782160282135,0.31171056628227234,0.0,0.09090907871723175,1.632578730583191,0.17019160091876984,1.462179183959961,1.632605254650116,1.8055322170257568,0.869018018245697,1.0,0.0,0.07241817563772202,0.006419100798666477,0.2523331642150879,0.0,0.07900165021419525,0.34300196170806885,0.06849014759063721,0.27340036630630493,0.34299132227897644,0.4115757942199707,1.6325788497924805,0.17019160091876984,1.4647571802139283,1.632605254650116,1.805370283126831,0.8690180778503418,0.0,0.0,0.07241816818714142,0.006419100798666477,0.2523331642150879,0.0,0.07900163531303406,1.6325788497924805,0.5,1.0,0.015432081185281277,6,12,0.0024686341639608145,1.2723298823402729e-06,0.0024660760536789894,0.002470119157806039,0.002467312873341143,0.0024686644319444895,0.0024699749192222953,1.0,0.0,0.00033535013790242374,0.0,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,1.0,0.0,0.5435836911201477,0.02171703241765499,0.49537041783332825,0.5879630446434021,0.5162037193775177,0.5474537312984467,0.573379647731781,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.19192154705524445,0.23491732776165009,0.6640753149986267,0.34547197818756104,0.6577951908111572,,
2,20,1.772055745124817,0.012943422421813011,1.754653775691986,1.7792190313339233,1.784577763080597,1.0,1.0,0.00022283416183199733,0.0833333358168602,0.007512264419347048,0.2871645390987396,0.0,0.09090909361839294,2.0828635692596436,0.1378779411315918,1.9272665143013001,2.0749869346618652,2.2383010149002076,0.7628217339515686,1.0,0.0013325129402801394,0.07555926591157913,0.0032580713741481304,0.21464385092258453,0.02398659847676754,0.08024768531322479,0.161794051527977,0.05548616498708725,0.09924140572547913,0.16496381163597107,0.22441089749336243,1.6325788497924805,0.17019160091876984,1.4647571802139283,1.632605254650116,1.805370283126831,0.8690180778503418,0.0,0.0,0.07241816818714142,0.006419100798666477,0.2523331642150879,0.0,0.07900163531303406,1.6325788497924805,0.5,1.0,0.015516319312155247,6,12,0.002470344305038452,4.642677140509477e-06,0.0024616988375782967,0.002476341323927045,0.0024651591666042805,0.0024702525697648525,0.002475829143077135,1.0,0.0,0.00033535013790242374,0.0,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,1.0,0.0,0.5453559160232544,0.01917475089430809,0.5092592835426331,0.5879630446434021,0.5168981850147247,0.545138955116272,0.5710648417472839,0.0,0.0,0.7122272253036499,0.007869314402341843,0.6945986151695251,0.7270510792732239,0.7017083108425141,0.712485283613205,0.7238272547721862,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.20573189854621887,0.2523103654384613,0.755268394947052,0.3892580270767212,0.6598959565162659,,
2,40,1.772044062614441,0.012951817363500595,1.7546648502349853,1.779232382774353,1.7845834851264955,1.0,1.0,0.0002327728143427521,0.0833333358168602,0.007512607611715794,0.28539949655532837,0.0,0.09090909361839294,2.0824990272521973,0.1379876434803009,1.9276200652122497,2.0752787590026855,2.2376246213912965,0.7629458904266357,1.0,0.0013914977898821235,0.07555559277534485,0.0032612564973533154,0.21210557222366333,0.023957904428243637,0.08024629205465317,0.1619407832622528,0.05553030967712402,0.09951363205909729,0.16484639048576355,0.2242686331272125,1.6325788497924805,0.17019160091876984,1.4647571802139283,1.632605254650116,1.805370283126831,0.8690180778503418,0.0,0.0,0.07241816818714142,0.006419100798666477,0.2523331642150879,0.0,0.07900163531303406,1.6325788497924805,0.5,1.0,0.01551544014364481,6,12,0.0024713044986128807,6.328139988909243e-06,0.0024596424773335457,0.0024797997903078794,0.0024640684016048906,0.002471238258294761,0.0024790628347545864,1.0,0.0,0.00033535013790242374,0.0,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,1.0,0.0,0.5437644720077515,0.019780827686190605,0.4907408058643341,0.5925926566123962,0.5192130506038666,0.5428241193294525,0.5687500357627868,0.0,0.0,0.7125623822212219,0.00807852204889059,0.6923637986183167,0.7338624000549316,0.702419924736023,0.7130649089813232,0.7223483264446259,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.18916749954223633,0.23242688179016113,0.545825719833374,0.3240441679954529,0.6274797320365906,,
3,20,1.7720749378204346,0.012932919897139072,1.7546894550323486,1.7791374921798706,1.7845886468887329,1.0,1.0,0.00022901740157976747,0.0833333358168602,0.007511700037866831,0.28652024269104004,0.0,0.09090909361839294,2.0833969116210938,0.13790549337863922,1.9280451536178589,2.0756407976150513,2.2388903141021728,0.7626228332519531,1.0,0.0013679817784577608,0.0755651444196701,0.003253310453146696,0.21372276544570923,0.024031220003962517,0.08025004714727402,0.1615794450044632,0.05549725517630577,0.09900427460670472,0.1647006869316101,0.22409757375717163,1.6325788497924805,0.17019160091876984,1.4647571802139283,1.632605254650116,1.805370283126831,0.8690180778503418,0.0,0.0,0.07241816818714142,0.006419100798666477,0.2523331642150879,0.0,0.07900163531303406,1.6325788497924805,0.5,1.0,0.015517870895564556,6,12,0.002472841879352927,8.666243957122788e-06,0.0024569714441895485,0.002485777484253049,0.002462675608694553,0.0024728896096348763,0.002483590063638985,1.0,0.0,0.00033535013790242374,0.0,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,1.0,0.0,0.545030415058136,0.018295321613550186,0.48842597007751465,0.5740740895271301,0.5208333909511567,0.54861119389534,0.5671296715736389,0.0,0.0,0.7116873860359192,0.007451416924595833,0.6998233795166016,0.7343067526817322,0.702656215429306,0.710381269454956,0.7217614412307739,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.18966133892536163,0.23256424069404602,0.5855094790458679,0.3214969038963318,0.6455406546592712,,
3,40,1.772041916847229,0.012952077202498913,1.754693877696991,1.779254138469696,1.7845882296562194,1.0,1.0,0.00022581488883588463,0.0833333358168602,0.007512669079005718,0.284124493598938,0.0,0.09090909361839294,2.0824520587921143,0.13793347775936127,1.9281954169273376,2.075774908065796,2.2380359888076784,0.7629674673080444,1.0,0.0013491954887285829,0.07555490732192993,0.003261696547269821,0.21030092239379883,0.0239553265273571,0.08024577796459198,0.16195957362651825,0.05550851672887802,0.09934809207916259,0.16464674472808838,0.2240370988845825,1.6325788497924805,0.17019160091876984,1.4647571802139283,1.632605254650116,1.805370283126831,0.8690180778503418,0.0,0.0,0.07241816818714142,0.006419100798666477,0.2523331642150879,0.0,0.07900163531303406,1.6325788497924805,0.5,1.0,0.015515249222517014,6,12,0.0024732553865760565,9.445598152524326e-06,0.0024561069440096617,0.002487561432644725,0.0024620735784992576,0.0024735232582315803,0.0024851208552718164,1.0,0.0,0.00033535013790242374,0.0,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,1.0,0.0,0.5424624681472778,0.015912871807813644,0.5092592835426331,0.5810185670852661,0.5215278565883636,0.5393518805503845,0.5625000596046448,0.0,0.0,0.7126253247261047,0.006524301134049892,0.69669508934021,0.7260503172874451,0.7044542789459228,0.7138147056102753,0.7211879253387451,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.20532406866550446,0.25094667077064514,0.7691486477851868,0.39052334427833557,0.6632466912269592,,
4,20,1.77205228805542,0.01295213121920824,1.7546605229377747,1.7793083786964417,1.7845926642417909,1.0,1.0,0.00025127618573606014,0.0833333358168602,0.00751236779615283,0.28767821192741394,0.0,0.09090909361839294,2.082674264907837,0.13826130330562592,1.9280503511428833,2.0758583545684814,2.2390300750732424,0.7628546357154846,1.0,0.0015007869806140661,0.07555824518203735,0.0032595510128885508,0.21530434489250183,0.023979878053069115,0.0802471935749054,0.1618703156709671,0.05564044043421745,0.09894801378250122,0.16461312770843506,0.22409547567367555,1.6325788497924805,0.17019160091876984,1.4647571802139283,1.632605254650116,1.805370283126831,0.8690180778503418,0.0,0.0,0.07241816818714142,0.006419100798666477,0.2523331642150879,0.0,0.07900163531303406,1.6325788497924805,0.5,1.0,0.015516198240220547,6,12,0.0024738882202655077,1.0456737072672695e-05,0.0024551956448704004,0.0024900685530155897,0.0024615569273009896,0.0024739550426602364,0.002487436472438276,1.0,0.0,0.00033535013790242374,0.0,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,1.0,0.0,0.5427879691123962,0.02373388223350048,0.4652777910232544,0.5972222685813904,0.5168981611728668,0.541666716337204,0.572916728258133,0.0,0.0,0.7123196721076965,0.009727590717375278,0.6891629695892334,0.7428324222564697,0.6998170971870422,0.7130114138126373,0.7230123579502106,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1969015896320343,0.2406909167766571,0.6751393675804138,0.3485082685947418,0.6595427393913269,,
4,40,1.7720857858657837,0.012927050702273846,1.7544243574142455,1.7792454957962036,1.7845922708511353,1.0,1.0,0.0002420718956273049,0.0833333358168602,0.0075113819912076,0.2864987552165985,0.0,0.09090909361839294,2.0837082862854004,0.13791383802890778,1.928321611881256,2.0758851766586304,2.2391597986221314,0.7625062465667725,1.0,0.0014455909840762615,0.0755685493350029,0.003250535810366273,0.2136787623167038,0.024058617651462555,0.08025127649307251,0.16145412623882294,0.055500611662864685,0.09889581799507141,0.1646023690700531,0.22398630380630494,1.6325788497924805,0.17019160091876984,1.4647571802139283,1.632605254650116,1.805370283126831,0.8690180778503418,0.0,0.0,0.07241816818714142,0.006419100798666477,0.2523331642150879,0.0,0.07900163531303406,1.6325788497924805,0.5,1.0,0.015518774278461933,6,12,0.002474212320521474,1.0882162314374e-05,0.0024548021610826254,0.0024911039508879185,0.002461390453390777,0.0024742246605455875,0.0024883355246856807,1.0,0.0,0.00033535013790242374,0.0,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,1.0,0.0,0.5451750755310059,0.02079710364341736,0.5046296715736389,0.5972222685813904,0.5185185670852661,0.5428241491317749,0.5726852059364319,0.0,0.0,0.7113749980926514,0.008553357794880867,0.6893834471702576,0.7277021408081055,0.7000561416149139,0.7124967575073242,0.7224066615104675,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1971152424812317,0.24088099598884583,0.6964288949966431,0.35174551606178284,0.6644208431243896,,
5,20,1.7720897197723389,0.012921878136694431,1.754703450202942,1.7792395949363708,1.784591543674469,1.0,1.0,0.00021459411073010415,0.0833333358168602,0.007511266507208347,0.2859094738960266,0.0,0.09090909361839294,2.0838687419891357,0.13772547245025635,1.92832111120224,2.0758920907974243,2.238290572166443,0.7624645233154297,1.0,0.001282519195228815,0.07556978613138199,0.0032492114696651697,0.21285003423690796,0.02406807243824005,0.08025176078081131,0.1613895297050476,0.055424805730581284,0.09924561381340027,0.16459956765174866,0.2239864945411682,1.6325788497924805,0.17019160091876984,1.4647571802139283,1.632605254650116,1.805370283126831,0.8690180778503418,0.0,0.0,0.07241816818714142,0.006419100798666477,0.2523331642150879,0.0,0.07900163531303406,1.6325788497924805,0.5,1.0,0.015518935397267342,6,12,0.002474642125889659,1.1470732715679333e-05,0.0024542571045458317,0.0024923982564359903,0.0024611011845991015,0.0024745045229792595,0.002489700634032488,1.0,0.0,0.00033535013790242374,0.0,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,1.0,0.0,0.5455729961395264,0.019414085894823074,0.5000000596046448,0.5879630446434021,0.5185185670852661,0.5486111640930176,0.5733797073364257,0.0,0.0,0.7112624645233154,0.007961967960000038,0.6937544941902161,0.7295863628387451,0.6997897446155548,0.710115522146225,0.722265613079071,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.19260787963867188,0.23544341325759888,0.6287198662757874,0.34304067492485046,0.6469905376434326,,
5,40,1.7720541954040527,0.012947196140885353,1.7543962001800537,1.779238522052765,1.7845911979675293,1.0,1.0,0.00023675590637139976,0.0833333358168602,0.007512308657169342,0.2847336232662201,0.0,0.09090909361839294,2.0827882289886475,0.13803239166736603,1.9280727982521058,2.074434518814087,2.239105987548828,0.7628348469734192,1.0,0.0014141859719529748,0.07555884122848511,0.0032586543820798397,0.21116845309734344,0.023985043168067932,0.08024736493825912,0.16182446479797363,0.05554831773042679,0.09891747832298278,0.16518613696098328,0.2240864157676697,1.6325788497924805,0.17019160091876984,1.4647571802139283,1.632605254650116,1.805370283126831,0.8690180778503418,0.0,0.0,0.07241816818714142,0.006419100798666477,0.2523331642150879,0.0,0.07900163531303406,1.6325788497924805,0.5,1.0,0.015516269952058792,6,12,0.0024747636634856462,1.1680434909067117e-05,0.0024540561717003584,0.0024929128121584654,0.0024610051419585942,0.002474491950124502,0.0024901326978579164,1.0,0.0,0.00033535013790242374,0.0,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,0.00033535013790242374,1.0,0.0,0.54296875,0.01860366202890873,0.5023148655891418,0.583333432674408,0.5168981432914734,0.5439814925193787,0.5648148655891418,0.0,0.0,0.7122658491134644,0.007591746281832457,0.6956058144569397,0.7288179397583008,0.7034399271011352,0.7119510173797607,0.7228491067886352,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.20375145971775055,0.24866464734077454,0.8037632703781128,0.38792115449905396,0.6744765639305115,,
